"startupname","startupurl","desc"
"Localstream","http://localstre.am/?rel=startups-list.com","Location Oriented Content Publishing and Discovery Localstream is a location-based content discovery company that helps connect content to location. The Localstream platform enhances the value of content by creating new channels for location-driven content discovery. Using Open Data, Local Search and Machine ..."
"mpax","http://mympax.com/?rel=startups-list.com","Mobile Payments + intelligent Marketing mpax is an app with which you can pay at your local merchants. Every time you pay, you make progress towards unlocking rewards. Our intelligent marketing schemes offer four value propositions to local merchants: 1) attract new customers 2) retain existing customers 3) ..."
"truffls","http://www.truffls.de/?rel=startups-list.com","tinder for jobs truffls is tinder for jobs. Since November 2014, truffls revolutionizes job search with an mobile only recruiting app. Based on a self-learning matching engine and intuitive UI, truffls recommends (passive and active seeking) candidates best fitting opportunities ..."
"onbelle","http://www.myonbelle.com/?rel=startups-list.com","one order. unlimited lifestyle. onbelle offers a fashion and accessoires subscription service. Sign up once and receive your first onbelle box. Choose the jewelry box for 25 € per month or the fashion box for 49 € a month. The jewelry box contains three fashionable jewelry pieces, i.e. statement ..."
"fraisr","http://www.fraisr.com/?rel=startups-list.com","Merging ecommerce & charity fraisr.com is an online marketplace that allows people to buy and sell for a good cause: Between friends, from celebrities to their fans, or from brands to their followers. A seller initially chooses the cause and the amount to be donated following his sale. This ..."
"FabGate","http://www.fabgate.co/?rel=startups-list.com","3D-Printing Service Marketplace High Quality 3D-Printing Service Marketplace. A global decentralized manufacturing network, which currently covers several European & North American countries."
"EDITION F","http://www.editionf.com/?rel=startups-list.com"," EDITION F is the digital home for business women, offering inspirational business and lifestyle content, job opportunities, business fashion and products as well as a strong network to build the career they want. With EDITION F, women get everything they need ..."
"datapine","http://www.datapine.com/?rel=startups-list.com","BUSINESS INTELLIGENCE MADE EASY datapine is a powerful and easy-to-use Business Intelligence tool, designed for non-technical users. Explore your data in our intuitive drag&drop interface, keep track of all your metrics in one place and easily share insights across your organization."
"comeet app","http://www.comeetapp.com/?rel=startups-list.com","Bring old friends. Meet new friends. comeet - Bring old friends. Meet new friends. People feel much more comfortable getting to know strangers when surrounded by their existing friends. That's why comeet brings together two groups of friends rather than individuals. Meeting new people has never ..."
"Aupeo!","http://aupeo.com/?rel=startups-list.com"," "
"Pedl","http://www.pedl.cc/?rel=startups-list.com","Be Active, Be Rewarded Pedl is a customer engagement tool for sport & fashion online shops. Our shop plugin enables shops to provide a cashback reward for achieving a physical activity goal (e.g. 20 km running). Shop customers can sign up to Pedl right after he/she made a purchase. Pedl ..."
"apitrary","http://apitrary.com/?rel=startups-list.com","Mobile apps Smart Data Solution apitrary is a Backend as a Service (BaaS) platform providing API's for mobile, tablet and web apps. apitrary's platform offers an easy backend administration tool to deploy and administrate apps. No backend code has to be created by our customers. The owner of ..."
"Videopath","http://www.videopath.com/?rel=startups-list.com","Inspire curiosity with video Videopath is a video technology that aims to inspire curiosity in viewers. Videopath lets you connect web content to specific moments in your videos, creating a totally new content discovery experience. Videopath is engineered to empower viewers, using interactivity ..."
"CrossCloud","http://www.crosscloud.me/?rel=startups-list.com","A cloud storage client for easy and secure collaboration across services. CrossCloud is a single client application for multiple cloud storage services like Dropbox or Google Drive. It enables users to unite their different cloud storages in one client application and seamlessly collaborate on data with others on different platforms ..."
"retwister","http://retwister.com/?rel=startups-list.com","Handle Digital Information Overload retwister.com is a web service which organizes all your conversations, projects, events, notifications, etc. from any of your apps or networks. It helps reducing your information overload to let you work more focused and thus more productively."
"KISS I keep it simple and safe","http://www.meinkiss.com/?rel=startups-list.com","KISS reinvent contract management. KISS deals with the idea that all contracts and policies can be managed online, paperless and centrally in one application, automatically without the intervention of third parties. For the Parties of KISS this digitization mean significant cost savings, because ..."
